Dataset,Topic,Entity,Frequency
FarRight_2-2016,Anti-semitism,JUSSIE SMOLLETT,1
FarRight_2-2016,Anti-semitism,Germany,2
FarRight_2-2016,Anti-semitism,Spain,1
FarRight_2-2016,Anti-semitism,France,1
FarRight_2-2016,Anti-semitism,Sweden,1
FarRight_2-2016,Anti-semitism,Juan Guaido,1
FarRight_2-2016,Anti-semitism,interim president,1
FarRight_2-2016,Anti-semitism,Secretary of State,1
FarRight_2-2016,Anti-semitism,Mike Pompeo,1
FarRight_2-2016,Anti-semitism,She,1
FarRight_2-2016,Anti-semitism,Americans,1
FarRight_2-2016,Anti-semitism,candidate,1
FarRight_2-2016,Anti-semitism,independent,1
FarRight_2-2016,Anti-semitism,Zeldin,1
FarRight_2-2016,Anti-semitism,Syrian,1
FarRight_2-2016,Anti-semitism,American,10
FarRight_2-2016,Anti-semitism,Russian,1
FarRight_2-2016,Anti-semitism,Ukraine,1
FarRight_2-2016,Anti-semitism,He,3
FarRight_2-2016,Anti-semitism,Jewish National Fund,1
FarRight_2-2016,Anti-semitism,Bannon,1
FarRight_2-2016,Anti-semitism,Teva,3
FarRight_2-2016,Anti-semitism,Mylan NV,3
FarRight_2-2016,Anti-semitism,Michael,2
FarRight_2-2016,Anti-semitism,governor,2
FarRight_2-2016,Anti-semitism,communications director,1
FarRight_2-2016,Anti-semitism,Jewish Community Relations Council of Minnesota,1
FarRight_2-2016,Anti-semitism,Austria,4
FarRight_2-2016,Anti-semitism,FPO,1
FarRight_2-2016,Anti-semitism,French,16
FarRight_2-2016,Anti-semitism,count,1
FarRight_2-2016,Anti-semitism,she,1
FarRight_2-2016,Anti-semitism,Jewish Community Relations Council,1
FarRight_2-2016,Anti-semitism,Jeremy Ben-Ami,1
FarRight_2-2016,Anti-semitism,Britain,1
FarRight_2-2016,Anti-semitism,Poland,1
FarRight_2-2016,Anti-semitism,Ayton,1
FarRight_2-2016,Anti-semitism,P.J. Tucker,1
FarRight_2-2016,Anti-semitism,Arkansas,1
FarRight_2-2016,Anti-semitism,Dustin Thomas,1
FarRight_2-2016,Anti-semitism,Texas A&M,1
FarRight_2-2016,Anti-semitism,Rep.,1
FarRight_2-2016,Anti-semitism,Tim Walz,1
FarRight_2-2016,Anti-semitism,Jewish Board,1
FarRight_2-2016,Anti-semitism,Tasmanian,1
FarRight_2-2016,Anti-semitism,defender,1
FarRight_2-2016,Anti-semitism,IPL,1
FarRight_2-2016,Anti-semitism,Dow Jones Industrial Average,1
FarRight_2-2016,Anti-semitism,Labor Department,1
FarRight_2-2016,Anti-semitism,presenter,1
FarRight_2-2016,Anti-semitism,The Times,1
FarRight_2-2016,Anti-semitism,her,1
FarRight_2-2016,Anti-semitism,Venezuela,2
FarRight_2-2016,Anti-semitism,Jonas Jerebko,2
FarRight_2-2016,Anti-semitism,Celine,2
FarRight_2-2016,Anti-semitism,America,2
FarRight_2-2016,Anti-semitism,Steven Greenhut,2
FarRight_2-2016,Anti-semitism,N.Y.,1
FarRight_2-2016,Anti-semitism,Black History Month,1
FarRight_2-2016,Anti-semitism,Tommy Terrific,1
FarRight_2-2016,Anti-semitism,Wacky Magic,1
FarRight_2-2016,Anti-semitism,Clarence,1
FarRight_2-2016,Anti-semitism,New York,1
FarRight_2-2016,Anti-semitism,Envoy,1
FarRight_2-2016,Anti-semitism,Zalmay Khalilzad,1
FarRight_2-2016,Anti-semitism,U.S. Justice Department,1
FarRight_2-2016,Anti-semitism,U.S. Coast Guard,1
FarRight_2-2016,Anti-semitism,breaker,1
FarRight_2-2016,Anti-semitism,river,1
FarRight_2-2016,Anti-semitism,Jewish-only,1
FarRight_2-2017,Immigration,Citizenship and Multicultural Affairs,1
FarRight_2-2017,Immigration,finance minister,1
FarRight_2-2017,Immigration,Affairs Minister,2
FarRight_2-2017,Immigration,Asian,3
FarRight_2-2017,Immigration,Germany,1
FarRight_2-2017,Immigration,Mexico,3
FarRight_2-2017,Immigration,Nepal,1
FarRight_2-2017,Immigration,Obama,1
FarRight_2-2017,Immigration,his,2
FarRight_2-2017,Immigration,Mexican,1
FarRight_2-2017,Immigration,McClintock,1
FarRight_2-2017,Immigration,Americans,2
FarRight_2-2017,Immigration,Eagle Pass Station Marine Unit,1
FarRight_2-2017,Immigration,Honduran,1
FarRight_2-2017,Immigration,Trump,1
FarRight_2-2017,Immigration,Border Patrol,1
FarRight_2-2017,Immigration,Jallyn Sualog,1
FarRight_2-2017,Immigration,Health and Human Services’ Office of Refugee Resettlement,1
FarRight_2-2017,Immigration,zealots,1
FarRight_2-2017,Immigration,Nadler,1
FarRight_2-2017,Immigration,Pelosi,1
FarRight_2-2017,Immigration,CNN,1
FarRight_2-2017,Immigration,El Salvador,1
FarRight_2-2017,Immigration,Illegals,1
FarRight_2-2017,Immigration,Chinese,1
FarRight_2-2017,Islamophobia,UCF World Hijab,1
FarRight_2-2017,Islamophobia,World Hijab,2
FarRight_2-2017,Islamophobia,Islam,5
FarRight_2-2017,Islamophobia,prophet,2
FarRight_2-2017,Islamophobia,ISLAM,1
FarRight_2-2017,Anti-semitism,Jews,4
FarRight_2-2017,Anti-semitism,Nirenstein,1
FarRight_2-2017,Anti-semitism,European,1
FarRight_2-2017,Anti-semitism,Jewish,3
FarRight_2-2017,Anti-semitism,buyer,2
FarRight_2-2018,Immigration,Border Wall,1
FarRight_2-2018,Immigration,Congress,1
FarRight_2-2018,Immigration,EU,1
FarRight_2-2018,Immigration,Na,1
FarRight_2-2018,Immigration,Netanyahu,1
FarRight_2-2018,Immigration,Gantz,1
FarRight_2-2018,Immigration,Freedom Caucus,1
FarRight_2-2018,Immigration,GOP,1
FarRight_2-2018,Immigration,interpreter,1
FarRight_2-2018,Immigration,Paul Duggan,1
FarRight_2-2018,Immigration,Peter Jamison,1
FarRight_2-2018,Immigration,Drug Enforcement Administration,1
FarRight_2-2018,Immigration,Chicago Tribune,1
FarRight_2-2018,Immigration,Twitter,1
FarRight_2-2018,Immigration,Facebook,2
FarRight_2-2018,Immigration,Tribune,1
FarRight_2-2018,Immigration,Gladys Knight,1
FarRight_2-2018,Immigration,Gorney,1
FarRight_2-2018,Immigration,Kasim Khuram,1
FarRight_2-2018,Immigration,Robert Mueller,1
FarRight_2-2018,Immigration,She,1
FarRight_2-2018,Immigration,her,4
FarRight_2-2018,Immigration,President,1
FarRight_2-2018,Immigration,Salvador Sanchez Ceren,1
FarRight_2-2018,Immigration,FMLN,1
FarRight_2-2018,Immigration,Sonequa Martin-Green,1
FarRight_2-2018,Immigration,Anthony Rapp,1
FarRight_2-2018,Immigration,Doug Jones,1
FarRight_2-2018,Immigration,Mary Wiseman,1
FarRight_2-2018,Immigration,David Bowie,1
FarRight_2-2018,Immigration,Israa,1
FarRight_2-2018,Immigration,English,1
FarRight_2-2018,Immigration,Channel,1
FarRight_2-2018,Immigration,he,1
FarRight_2-2018,Immigration,Samson,1
FarRight_2-2018,Immigration,Mexico,1
FarRight_2-2018,Immigration,America,1
FarRight_2-2018,Immigration,Rhode Island,1
FarRight_2-2018,Immigration,Gov.,1
FarRight_2-2018,Immigration,Gina Raimondo,1
FarRight_2-2018,Immigration,Solskjaer,1
FarRight_2-2018,Immigration,his,1
FarRight_2-2018,Immigration,New York,2
FarRight_2-2018,Immigration,Chuck Schumer,1
FarRight_2-2018,Immigration,Peter Berger,1
FarRight_2-2018,Immigration,sociologist,1
FarRight_2-2018,Immigration,Marxists,1
FarRight_2-2018,Immigration,Qahtani,1
FarRight_2-2018,Immigration,Red Devils,1
FarRight_2-2018,Immigration,Lindelof,1
FarRight_2-2018,Immigration,Brits,1
FarRight_2-2018,Immigration,Booker,2
FarRight_2-2018,Immigration,Gyllenhaal,1
FarRight_2-2018,Immigration,Tina,2
FarRight_2-2018,Immigration,Supreme Court,1
FarRight_2-2018,Immigration,Morrisons,1
FarRight_2-2018,Immigration,Massachusetts,1
FarRight_2-2018,Immigration,Elizabeth Warren,1
FarRight_2-2018,Immigration,Ben Kew,1
FarRight_2-2018,Immigration,Clintons,1
FarRight_2-2018,Immigration,Jay-Z,1
FarRight_2-2018,Immigration,Virginia,1
FarRight_2-2018,Immigration,McIntyre,1
FarRight_2-2018,Immigration,Biden,1
FarRight_2-2018,Immigration,US,2
FarRight_2-2018,Immigration,Loyola Marymount,3
FarRight_2-2018,Immigration,Los Angeles Lakers,1
FarRight_2-2018,Immigration,JaVale McGee,1
FarRight_2-2018,Immigration,Tartt,1
FarRight_2-2018,Anti-semitism,politician,4
FarRight_2-2018,Anti-semitism,Jews,17
FarRight_2-2018,Anti-semitism,Jew,4
FarRight_2-2018,Anti-semitism,Arab,1
FarRight_2-2018,Anti-semitism,America,1
FarRight_2-2018,Anti-semitism,Jewish,2
FarRight_2-2018,Anti-semitism,India,1
FarRight_2-2018,Anti-semitism,his,1
FarRight_2-2018,Anti-semitism,Trump,1
FarRight_2-2018,Anti-semitism,model,1
FarRight_2-2018,Anti-semitism,Humanist,1
